# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "10" "-F" "GTF" "-t" "miRNA" "-g" "ID" "-a" "/home/shared/resources/mirna/mmu.gff3" "-o" "/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_02_featurecounts/star_counts.txt" "/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/damaged_muscle_exosome_1Aligned.sortedByCoord.out.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/damaged_muscle_exosome_2Aligned.sortedByCoord.out.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/muscle_exosome_1Aligned.sortedByCoord.out.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/muscle_exosome_2Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/damaged_muscle_exosome_1Aligned.sortedByCoord.out.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/damaged_muscle_exosome_2Aligned.sortedByCoord.out.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/muscle_exosome_1Aligned.sortedByCoord.out.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/alt_01_STAR/muscle_exosome_2Aligned.sortedByCoord.out.bam
MIMAT0016981	chr16	77598977	77598997	+	21	44	15	25	29
MIMAT0000523_1	chr16	77599672	77599693	+	22	887	9831	721	1131
MIMAT0004622	chr16	77599717	77599738	+	22	12	5	7	0
MIMAT0000136	chr16	77646279	77646300	+	22	12	33	7	13
MIMAT0004529	chr16	77646318	77646339	+	22	150	287	161	143
MIMAT0000165	chr16	84714143	84714165	+	23	2348	2786	914	2362
MIMAT0016993	chr16	84714182	84714202	+	21	7	25	5	3
MIMAT0025111	chr16	91527468	91527489	-	22	0	0	0	0
MIMAT0004188	chr16	93369737	93369758	+	22	0	0	0	0
MIMAT0017240	chr16	93369775	93369796	+	22	5	13	0	0
MIMAT0027828	chr16	97877266	97877286	-	21	0	0	0	0
MIMAT0027829	chr16	97877233	97877252	-	20	0	0	0	0
MIMAT0003471_1	chr17	6895259	6895279	-	21	0	0	0	0
MIMAT0000132	chr17	17830194	17830215	+	22	13274	14210	9062	16347
MIMAT0004525	chr17	17830232	17830253	+	22	792	865	970	1311
MIMAT0000524	chr17	17830366	17830387	+	22	16740	17269	10120	22707
MIMAT0017016	chr17	17830411	17830432	+	22	419	479	152	206
MIMAT0000135	chr17	17830817	17830840	+	24	9828	13781	3391	7099
MIMAT0004528	chr17	17830855	17830876	+	22	64	182	57	115
MIMAT0020635	chr17	23823339	23823358	+	20	0	0	0	0
MIMAT0020645	chr17	24234575	24234595	-	21	0	0	0	0
MIMAT0022989	chr17	24234535	24234556	-	22	0	0	0	0
MIMAT0027830	chr17	24240919	24240942	-	24	0	0	0	0
MIMAT0027831	chr17	24240884	24240905	-	22	0	0	0	0
MIMAT0049844	chr17	25160503	25160526	+	24	0	0	0	0
MIMAT0049845	chr17	25160550	25160576	+	27	0	0	0	0
MIMAT0027832	chr17	25245614	25245638	-	25	0	0	0	0
MIMAT0027833	chr17	25245551	25245571	-	21	0	0	0	0
MIMAT0027834	chr17	25780813	25780833	+	21	12	0	3	0
MIMAT0027835	chr17	25780859	25780879	+	21	0	0	0	0
MIMAT0014872	chr17	25831406	25831427	-	22	0	0	0	0
MIMAT0014873	chr17	25831366	25831387	-	22	5	0	10	0
MIMAT0027836	chr17	26920967	26920987	+	21	0	0	0	0
MIMAT0027837	chr17	26921000	26921019	+	20	0	0	0	0
MIMAT0027838	chr17	26935472	26935493	+	22	0	0	0	0
MIMAT0027839	chr17	26935518	26935539	+	22	0	0	5	0
MIMAT0014874	chr17	26948093	26948114	-	22	0	0	0	0
MIMAT0014875	chr17	26948058	26948079	-	22	0	0	0	0
MIMAT0049846	chr17	26948060	26948081	+	22	0	0	0	0
MIMAT0049847	chr17	26948094	26948115	+	22	0	0	0	0
MIMAT0029868	chr17	27091245	27091269	+	25	0	0	0	0
MIMAT0029869	chr17	27091289	27091311	+	23	0	0	0	0
MIMAT0028396	chr17	27317073	27317095	-	23	0	0	0	0
MIMAT0028397	chr17	27317035	27317058	-	24	0	0	0	0
MIMAT0028400	chr17	27328385	27328408	+	24	0	0	0	0
MIMAT0028401	chr17	27328440	27328460	+	21	0	0	0	0
MIMAT0028402	chr17	27355738	27355762	+	25	0	0	0	0
MIMAT0028403	chr17	27355778	27355799	+	22	0	0	0	0
MIMAT0028404	chr17	27358097	27358117	+	21	0	0	0	0
MIMAT0028405	chr17	27358132	27358155	+	24	0	0	0	0
MIMAT0027840	chr17	28558475	28558496	-	22	0	0	0	0
MIMAT0027841	chr17	28558441	28558460	-	20	0	0	0	0
MIMAT0029840	chr17	29595538	29595559	+	22	0	0	0	0
MIMAT0029841	chr17	29595579	29595600	+	22	0	0	0	0
MIMAT0027836_1	chr17	33886708	33886728	-	21	0	0	0	0
MIMAT0027837_1	chr17	33886676	33886695	-	20	0	0	0	0
MIMAT0000664	chr17	34025052	34025072	-	21	0	0	0	0
MIMAT0017055	chr17	34025010	34025031	-	22	0	0	0	0
MIMAT0029892	chr17	34025012	34025033	+	22	0	0	0	0
MIMAT0029893	chr17	34025050	34025071	+	22	0	0	0	0
MIMAT0027844	chr17	34841847	34841866	-	20	0	0	0	0
MIMAT0027845	chr17	34841809	34841829	-	21	23	0	0	16
MIMAT0027842	chr17	34845143	34845167	-	25	0	0	0	0
MIMAT0027843	chr17	34845104	34845124	-	21	0	0	0	0
MIMAT0027846	chr17	34857605	34857627	-	23	0	0	0	0
MIMAT0027847	chr17	34857569	34857589	-	21	0	0	0	0
MIMAT0027848	chr17	35194977	35194998	+	22	0	0	0	0
MIMAT0027849	chr17	35195024	35195045	+	22	0	0	0	0
MIMAT0027850	chr17	35204534	35204557	-	24	0	0	0	0
MIMAT0027851	chr17	35204475	35204496	-	22	0	0	0	0
MIMAT0027852	chr17	35244080	35244102	+	23	0	0	0	0
MIMAT0027853	chr17	35244116	35244135	+	20	0	0	0	0
MIMAT0031395	chr17	35251314	35251334	+	21	0	0	13	0
MIMAT0007877	chr17	35917899	35917920	+	22	0	0	0	0
MIMAT0007878	chr17	35917938	35917959	+	22	0	0	0	0
MIMAT0004861	chr17	35960795	35960814	-	20	124	113	0	144
MIMAT0004862	chr17	35960731	35960752	-	22	2	4	0	15
MIMAT0003472	chr17	46231551	46231571	+	21	0	0	0	0
MIMAT0004189	chr17	46231581	46231603	+	23	0	0	0	0
MIMAT0027854	chr17	46553862	46553884	-	23	5	0	0	0
MIMAT0027855	chr17	46553827	46553847	-	21	0	0	0	6
MIMAT0000678	chr17	56243017	56243040	+	24	3	8	7	12
MIMAT0017071	chr17	56243055	56243076	+	22	0	0	0	0
MIMAT0027856	chr17	56418885	56418909	-	25	0	0	0	0
MIMAT0027857	chr17	56418850	56418871	-	22	4	0	1	1
MIMAT0027858	chr17	57217201	57217223	-	23	0	0	0	0
MIMAT0027859	chr17	57217172	57217194	-	23	0	0	0	0
MIMAT0025176	chr17	64440863	64440883	+	21	0	0	0	0
MIMAT0022504	chr17	67026197	67026218	-	22	0	0	0	0
MIMAT0027104	chr17	67026162	67026183	-	22	0	0	0	0
MIMAT0005856	chr17	70860558	70860580	-	23	0	0	0	0
MIMAT0049848	chr17	80194913	80194932	-	20	0	0	3	0
MIMAT0049849	chr17	87220142	87220159	-	18	0	0	0	0
MIMAT0007879	chr18	6490574	6490595	-	22	0	0	0	0
MIMAT0003473	chr18	10782950	10782970	-	21	0	0	0	10
MIMAT0000145	chr18	10782913	10782934	-	22	0	0	0	0
MIMAT0005835	chr18	10785486	10785506	+	21	0	0	0	0
MIMAT0017326	chr18	10785525	10785547	+	23	0	0	0	0
MIMAT0000123	chr18	10785485	10785506	-	22	0	0	0	0
MIMAT0017047	chr18	10785523	10785545	-	23	0	0	0	0
MIMAT0007880	chr18	11840371	11840392	-	22	0	0	8	0
MIMAT0017344	chr18	12714825	12714845	+	21	10	21	1	1
MIMAT0009415	chr18	12714862	12714883	+	22	3	41	9	3
MIMAT0025103	chr18	23774938	23774959	-	22	0	0	0	0
MIMAT0016997	chr18	24429147	24429168	-	22	0	3	0	0
MIMAT0000216	chr18	24429110	24429131	-	22	75	102	86	142
MIMAT0025104	chr18	32880574	32880596	-	23	0	0	0	0
MIMAT0049850	chr18	34759533	34759552	+	20	0	0	0	0
MIMAT0049851	chr18	34759575	34759595	+	21	0	0	0	0
MIMAT0009416	chr18	35554612	35554635	+	24	0	0	11	7
MIMAT0027860	chr18	37854641	37854660	-	20	0	0	0	0
MIMAT0027861	chr18	37854605	37854625	-	21	0	0	0	13
MIMAT0027864	chr18	37974592	37974617	-	26	0	0	12	0
MIMAT0027865	chr18	37974503	37974524	-	22	0	0	0	0
MIMAT0027862	chr18	37990919	37990940	-	22	0	0	0	0
MIMAT0027863	chr18	37990887	37990906	-	20	0	0	0	0
MIMAT0029904	chr18	56538139	56538160	+	22	0	0	0	0
MIMAT0029905	chr18	56538177	56538198	+	22	0	0	0	0
MIMAT0025098	chr18	59579646	59579666	+	21	0	0	0	0
MIMAT0020615	chr18	60812086	60812106	+	21	0	0	0	0
MIMAT0022985	chr18	60812130	60812151	+	22	0	0	0	0
MIMAT0028408	chr18	60953873	60953894	+	22	0	0	0	0
MIMAT0028409	chr18	60953910	60953932	+	23	0	0	0	0
MIMAT0027866	chr18	60958078	60958102	+	25	0	0	0	0
MIMAT0027867	chr18	60958120	60958140	+	21	0	0	0	0
MIMAT0027868	chr18	61117473	61117494	+	22	0	0	15	0
MIMAT0027869	chr18	61117509	61117531	+	23	0	0	0	0
MIMAT0000742	chr18	61397875	61397896	-	22	452	723	533	456
MIMAT0003151	chr18	61397838	61397858	-	21	148127	114840	93904	126826
MIMAT0000157	chr18	61647866	61647888	-	23	9979	9409	3788	7990
MIMAT0004534	chr18	61647827	61647848	-	22	833	1075	373	607
MIMAT0017006	chr18	61649233	61649253	-	21	28	29	12	29
MIMAT0000247	chr18	61649199	61649219	-	21	149644	137154	103915	156517
MIMAT0000246	chr18	65248866	65248887	+	22	0	0	0	0
MIMAT0017005	chr18	65248901	65248922	+	22	0	0	0	0
MIMAT0049852	chr18	65248900	65248921	-	22	0	0	0	0
MIMAT0049853	chr18	65248865	65248886	-	22	0	0	0	0
MIMAT0003474	chr18	66219276	66219294	-	19	21	0	12	12
MIMAT0028406	chr18	68260951	68260973	-	23	0	0	0	0
MIMAT0028407	chr18	68260920	68260940	-	21	0	0	0	7
MIMAT0025099	chr18	68739401	68739421	+	21	0	0	0	0
MIMAT0025105	chr18	69022237	69022257	-	21	0	0	0	0
MIMAT0025100	chr18	70516862	70516884	+	23	0	0	0	0
MIMAT0025101	chr18	76170554	76170576	+	23	0	0	0	0
MIMAT0020638	chr18	81992020	81992038	-	19	0	0	0	0
MIMAT0020620	chr18	82720291	82720309	+	19	0	0	0	1
MIMAT0025102	chr18	88972087	88972107	+	21	0	0	0	0
MIMAT0027870	chr19	3288925	3288948	+	24	0	0	0	0
MIMAT0027871	chr19	3288961	3288981	+	21	0	0	0	6
MIMAT0049854	chr19	3850796	3850816	-	21	0	0	0	0
MIMAT0027872	chr19	4263852	4263873	-	22	0	0	0	0
MIMAT0027873	chr19	4263818	4263838	-	21	0	0	1	0
MIMAT0027874	chr19	4623929	4623950	-	22	0	0	10	0
MIMAT0027875	chr19	4623898	4623916	-	19	0	0	0	0
MIMAT0027876	chr19	5679050	5679071	-	22	0	0	0	0
MIMAT0027877	chr19	5679004	5679026	-	23	0	0	0	0
MIMAT0027878	chr19	6051338	6051358	+	21	0	0	0	0
MIMAT0027879	chr19	6051371	6051392	+	22	22	0	0	16
MIMAT0049855	chr19	6134840	6134861	-	22	0	0	0	0
MIMAT0049856	chr19	6134802	6134822	-	21	0	0	0	0
MIMAT0000224_1	chr19	6264658	6264679	+	22	29	85	26	32
MIMAT0017073	chr19	6264694	6264715	+	22	0	13	0	0
MIMAT0000517	chr19	6264857	6264877	+	21	1503	1624	756	1257
MIMAT0017012	chr19	6264900	6264921	+	22	0	0	0	0
MIMAT0027880	chr19	6346485	6346506	+	22	0	0	0	0
MIMAT0027881	chr19	6346523	6346544	+	22	0	16	0	0
MIMAT0020540	chr19	6829917	6829940	-	24	0	0	0	0
MIMAT0027882	chr19	6914261	6914281	-	21	0	0	0	0
MIMAT0027883	chr19	6914196	6914216	-	21	0	0	0	0
MIMAT0027884	chr19	7422578	7422599	+	22	0	0	0	0
MIMAT0027885	chr19	7422621	7422642	+	22	1	0	0	10
MIMAT0027886	chr19	8742976	8742998	+	23	7	0	0	19
MIMAT0027887	chr19	8743058	8743079	+	22	0	0	1	0
MIMAT0020647	chr19	8888709	8888728	-	20	0	0	0	0
MIMAT0027888	chr19	10191380	10191402	+	23	0	0	0	0
MIMAT0027889	chr19	10191419	10191439	+	21	0	0	0	0
MIMAT0027890	chr19	11923733	11923755	+	23	4	0	3	0
MIMAT0027891	chr19	11923778	11923798	+	21	10	0	2	6
MIMAT0025158	chr19	16314894	16314915	-	22	0	0	0	0
MIMAT0000237	chr19	22750610	22750631	+	22	47	60	32	28
MIMAT0017002	chr19	22750649	22750669	+	21	0	0	0	0
MIMAT0005850	chr19	23149450	23149471	+	22	0	0	0	0
MIMAT0014876	chr19	24942276	24942297	-	22	0	0	0	0
MIMAT0014877	chr19	24942240	24942260	-	21	0	0	0	0
MIMAT0017046	chr19	29135302	29135324	+	23	0	0	0	0
MIMAT0000616	chr19	29135338	29135356	+	19	221	233	60	190
MIMAT0019355	chr19	33157122	33157141	+	20	4	1	3	2
MIMAT0017048	chr19	34820737	34820759	-	23	0	0	0	5
MIMAT0000647	chr19	34820700	34820722	-	23	5	23	0	12
MIMAT0009417	chr19	34965402	34965423	+	22	0	0	0	0
MIMAT0031393	chr19	40894754	40894774	+	21	0	0	0	0
MIMAT0031392	chr19	41588691	41588712	+	22	0	0	0	0
MIMAT0014878	chr19	42280131	42280155	-	25	0	0	0	0
MIMAT0014879	chr19	42280095	42280115	-	21	0	0	0	0
MIMAT0020622	chr19	44303171	44303192	+	22	10	29	42	56
MIMAT0025157	chr19	44808501	44808523	+	23	0	0	0	0
MIMAT0003475	chr19	46342790	46342811	+	22	0	0	0	0
MIMAT0004826	chr19	46342828	46342849	+	22	0	0	0	0
MIMAT0027892	chr19	47273562	47273584	-	23	0	0	0	0
MIMAT0027893	chr19	47273519	47273539	-	21	0	0	0	0
MIMAT0031391	chr19	47755062	47755081	-	20	0	0	6	0
MIMAT0025160	chr19	53010679	53010701	-	23	0	0	0	0
MIMAT0029876	chr19	55192678	55192700	+	23	0	0	0	0
MIMAT0029877	chr19	55192714	55192734	+	21	0	0	0	0
MIMAT0022373	chr19	58051167	58051190	+	24	0	0	0	0
MIMAT0022374	chr19	58051215	58051236	+	22	0	0	0	0
MIMAT0014880	chr19	58911725	58911744	-	20	0	15	19	13
MIMAT0014881	chr19	58911686	58911707	-	22	0	0	0	0
MIMAT0014876_1	chr19	60774370	60774391	-	22	0	0	0	0
MIMAT0014877_1	chr19	60774334	60774354	-	21	0	0	0	0
MIMAT0014882	chr2	10466677	10466699	+	23	0	0	0	0
MIMAT0014883	chr2	10466713	10466734	+	22	0	0	0	0
MIMAT0004881	chr2	10466954	10466975	+	22	0	0	0	0
MIMAT0004882	chr2	10466998	10467018	+	21	0	0	0	0
MIMAT0017327	chr2	10467248	10467271	+	24	0	0	1	0
MIMAT0005839	chr2	10467285	10467307	+	23	0	0	0	0
MIMAT0005853	chr2	10467537	10467558	+	22	34	23	27	63
MIMAT0017330	chr2	10467574	10467594	+	21	0	0	0	0
MIMAT0003476	chr2	10467814	10467835	+	22	0	0	0	0
MIMAT0017250	chr2	10467851	10467873	+	23	0	0	0	0
MIMAT0005833	chr2	10468384	10468405	+	22	0	0	0	0
MIMAT0017324	chr2	10468423	10468443	+	21	0	0	0	0
MIMAT0004881_1	chr2	10468685	10468706	+	22	0	0	0	0
MIMAT0004882_1	chr2	10468729	10468749	+	21	0	0	0	0
MIMAT0009418	chr2	10468989	10469010	+	22	72	98	160	278
MIMAT0017345	chr2	10469027	10469048	+	22	0	0	0	0
MIMAT0005833_1	chr2	10471658	10471679	+	22	0	0	0	0
MIMAT0014884	chr2	10471696	10471717	+	22	0	0	0	0
MIMAT0004881_2	chr2	10471963	10471984	+	22	0	0	0	0
MIMAT0004882_2	chr2	10472007	10472027	+	21	0	0	0	0
MIMAT0000375	chr2	10472264	10472285	+	22	0	0	0	0
MIMAT0014885	chr2	10472553	10472574	+	22	0	0	0	0
MIMAT0014886	chr2	10472589	10472610	+	22	0	0	0	0
MIMAT0004885	chr2	10473941	10473962	+	22	251	141	309	452
MIMAT0017275	chr2	10473977	10473998	+	22	0	0	0	0
MIMAT0004875	chr2	10474228	10474249	+	22	0	0	0	0
MIMAT0004876	chr2	10474269	10474290	+	22	0	0	0	0
MIMAT0003477	chr2	10474460	10474483	+	24	0	0	0	0
MIMAT0017251	chr2	10474496	10474518	+	23	3	0	0	0
MIMAT0017323	chr2	10475318	10475342	+	25	0	0	0	0
MIMAT0005831	chr2	10475364	10475384	+	21	0	0	0	0
MIMAT0003409	chr2	10476355	10476376	+	22	0	0	0	0
MIMAT0002108	chr2	10476390	10476411	+	22	0	0	0	0
MIMAT0004875_1	chr2	10476640	10476661	+	22	0	0	0	0
MIMAT0004876_1	chr2	10476681	10476702	+	22	0	0	0	0
MIMAT0003477_1	chr2	10476872	10476895	+	24	0	0	0	0
MIMAT0017243	chr2	10476908	10476930	+	23	0	0	0	0
MIMAT0005832	chr2	10477170	10477192	+	23	0	0	0	0
MIMAT0005838	chr2	10477989	10478010	+	22	0	0	0	0
MIMAT0003409_1	chr2	10478812	10478833	+	22	0	0	0	0
MIMAT0002108_1	chr2	10478847	10478868	+	22	0	0	0	0
MIMAT0004879	chr2	10479099	10479120	+	22	0	0	0	0
MIMAT0004880	chr2	10479138	10479160	+	23	0	0	0	0
MIMAT0003477_2	chr2	10479330	10479353	+	24	0	0	0	0
MIMAT0017243_1	chr2	10479366	10479388	+	23	0	0	0	0
MIMAT0005448	chr2	10481256	10481276	+	21	0	0	0	0
MIMAT0003478	chr2	10481293	10481314	+	22	0	0	0	1
MIMAT0004877	chr2	10481544	10481567	+	24	0	0	0	0
MIMAT0004878	chr2	10481585	10481606	+	22	0	0	0	0
MIMAT0003477_3	chr2	10481776	10481799	+	24	0	0	0	0
MIMAT0017243_2	chr2	10481812	10481834	+	23	0	0	0	0
MIMAT0003409_2	chr2	10483692	10483713	+	22	0	0	0	0
MIMAT0002108_2	chr2	10483727	10483748	+	22	0	0	0	0
MIMAT0004877_1	chr2	10483979	10484002	+	24	0	0	0	0
MIMAT0004878_1	chr2	10484020	10484041	+	22	0	0	0	0
MIMAT0003477_4	chr2	10484211	10484234	+	24	0	0	0	0
MIMAT0017243_3	chr2	10484247	10484269	+	23	0	0	0	0
MIMAT0003409_3	chr2	10486149	10486170	+	22	0	0	0	0
MIMAT0002108_3	chr2	10486184	10486205	+	22	0	0	0	0
MIMAT0004875_2	chr2	10486436	10486457	+	22	0	0	0	0
MIMAT0004876_2	chr2	10486477	10486498	+	22	0	0	0	0
MIMAT0003477_5	chr2	10486668	10486691	+	24	0	0	0	0
MIMAT0017243_4	chr2	10486704	10486726	+	23	0	0	0	0
MIMAT0003409_4	chr2	10488613	10488634	+	22	0	0	0	0
MIMAT0002108_4	chr2	10488648	10488669	+	22	0	0	0	0
MIMAT0004875_3	chr2	10488898	10488919	+	22	0	0	0	0
MIMAT0004876_3	chr2	10488939	10488960	+	22	0	0	0	0
MIMAT0014889	chr2	10489130	10489153	+	24	0	0	0	0
MIMAT0014890	chr2	10489167	10489190	+	24	0	0	0	0
MIMAT0003409_5	chr2	10491062	10491083	+	22	0	0	0	0
MIMAT0002108_5	chr2	10491097	10491118	+	22	0	0	0	0
MIMAT0004877_2	chr2	10491349	10491372	+	24	0	0	0	0
MIMAT0004878_2	chr2	10491390	10491411	+	22	0	0	0	0
MIMAT0003477_6	chr2	10491581	10491604	+	24	0	0	0	0
MIMAT0017243_5	chr2	10491617	10491639	+	23	0	0	0	0
MIMAT0003409_6	chr2	10493524	10493545	+	22	0	0	0	0
MIMAT0002108_6	chr2	10493559	10493580	+	22	0	0	0	0
MIMAT0004875_4	chr2	10493811	10493832	+	22	0	0	0	0
MIMAT0004876_4	chr2	10493852	10493873	+	22	0	0	0	0
MIMAT0003477_7	chr2	10494043	10494066	+	24	0	0	0	0
MIMAT0017243_6	chr2	10494079	10494101	+	23	0	0	0	0
MIMAT0003409_7	chr2	10495994	10496015	+	22	0	0	0	0
MIMAT0002108_7	chr2	10496029	10496050	+	22	0	0	0	0
MIMAT0004875_5	chr2	10496279	10496300	+	22	0	0	0	0
MIMAT0004876_5	chr2	10496320	10496341	+	22	0	0	0	0
MIMAT0014889_1	chr2	10496511	10496534	+	24	0	0	0	0
MIMAT0014890_1	chr2	10496548	10496571	+	24	0	0	0	0
MIMAT0003409_8	chr2	10498407	10498428	+	22	0	0	0	0
MIMAT0002108_8	chr2	10498442	10498463	+	22	0	0	0	0
MIMAT0004875_6	chr2	10498694	10498715	+	22	0	0	0	0
MIMAT0004876_6	chr2	10498735	10498756	+	22	0	0	0	0
MIMAT0003477_8	chr2	10498926	10498949	+	24	0	0	0	0
MIMAT0017243_7	chr2	10498962	10498984	+	23	0	0	0	0
MIMAT0003477_9	chr2	10501354	10501377	+	24	0	0	0	0
MIMAT0017243_8	chr2	10501390	10501412	+	23	0	0	0	0
MIMAT0003409_9	chr2	10503287	10503308	+	22	0	0	0	0
MIMAT0002108_9	chr2	10503322	10503343	+	22	0	0	0	0
MIMAT0004875_7	chr2	10503574	10503595	+	22	0	0	0	0
MIMAT0004876_7	chr2	10503615	10503636	+	22	0	0	0	0
MIMAT0003477_10	chr2	10503806	10503829	+	24	0	0	0	0
MIMAT0017243_9	chr2	10503842	10503864	+	23	0	0	0	0
MIMAT0005293	chr2	10505731	10505752	+	22	469	430	565	977
MIMAT0005294	chr2	10505768	10505789	+	22	0	0	0	0
MIMAT0014891	chr2	10506020	10506040	+	21	0	0	0	0
MIMAT0014892	chr2	10506059	10506080	+	22	0	0	0	0
MIMAT0004886	chr2	10507640	10507661	+	22	93	76	29	54
MIMAT0004887	chr2	10507676	10507697	+	22	0	0	0	0
MIMAT0004759	chr2	10507928	10507949	+	22	0	0	0	0
MIMAT0002107	chr2	10507967	10507989	+	23	0	0	0	0
MIMAT0004865	chr2	10509026	10509047	+	22	0	0	0	0
MIMAT0004866	chr2	10509065	10509086	+	22	0	0	0	0
MIMAT0003479	chr2	10509319	10509340	+	22	112	175	78	171
MIMAT0017253	chr2	10509359	10509380	+	22	0	0	0	0
MIMAT0003477_11	chr2	10510185	10510208	+	24	0	0	0	0
MIMAT0017243_10	chr2	10510221	10510243	+	23	0	0	0	0
MIMAT0003480	chr2	10511686	10511707	+	22	0	0	0	0
MIMAT0004827	chr2	10511723	10511744	+	22	0	0	0	0
MIMAT0004930	chr2	10511977	10511998	+	22	0	0	0	0
MIMAT0004931	chr2	10512017	10512037	+	21	0	0	0	0
MIMAT0017346	chr2	10512814	10512836	+	23	0	0	0	0
MIMAT0009419	chr2	10512847	10512868	+	22	0	0	0	0
MIMAT0017346_1	chr2	10513457	10513479	+	23	0	0	0	0
MIMAT0009419_1	chr2	10513490	10513511	+	22	0	0	0	0
MIMAT0014893	chr2	10513759	10513780	+	22	0	0	0	0
MIMAT0014894	chr2	10513798	10513819	+	22	0	0	0	0
MIMAT0009421	chr2	10514318	10514340	+	23	185	177	211	386
MIMAT0017347	chr2	10514355	10514377	+	23	0	0	0	0
MIMAT0004883	chr2	10514642	10514662	+	21	0	0	0	0
MIMAT0004884	chr2	10514901	10514922	+	22	0	0	0	0
MIMAT0017274	chr2	10514940	10514958	+	19	0	0	0	0
MIMAT0000375_1	chr2	10515830	10515851	+	22	0	0	0	0
MIMAT0004864	chr2	10515869	10515890	+	22	0	0	0	0
MIMAT0017322	chr2	10516117	10516138	+	22	0	0	0	0
MIMAT0005830	chr2	10516156	10516177	+	22	0	0	0	0
MIMAT0000375_2	chr2	10517077	10517098	+	22	0	0	0	0
MIMAT0004864_1	chr2	10517116	10517137	+	22	0	0	0	0
MIMAT0005840	chr2	10517671	10517691	+	21	0	0	0	0
MIMAT0005841	chr2	10518174	10518197	+	24	28	8	15	6
MIMAT0005842	chr2	10518219	10518240	+	22	0	0	0	0
MIMAT0004940	chr2	14261013	14261033	+	21	0	0	0	0
MIMAT0017281	chr2	14261051	14261072	+	22	0	0	0	0
MIMAT0025175	chr2	17563541	17563562	+	22	0	0	0	0
MIMAT0029816	chr2	18057846	18057867	+	22	0	0	0	0
MIMAT0029817	chr2	18057882	18057903	+	22	0	0	0	0
MIMAT0019351	chr2	22654321	22654340	+	20	0	0	5	0
MIMAT0029834	chr2	25059811	25059831	+	21	0	0	0	0
MIMAT0029835	chr2	25059851	25059873	+	23	0	0	0	0
MIMAT0014895	chr2	25442780	25442800	+	21	0	0	0	0
MIMAT0014896	chr2	25442813	25442833	+	21	8	26	2	0
MIMAT0027894	chr2	26470094	26470114	-	21	0	0	0	0
MIMAT0027895	chr2	26470059	26470081	-	23	0	0	0	0
MIMAT0000137	chr2	26591365	26591385	+	21	0	0	0	0
MIMAT0000138	chr2	26591402	26591423	+	22	0	0	0	0
MIMAT0029894	chr2	26591399	26591420	-	22	0	0	0	0
MIMAT0029895	chr2	26591363	26591385	-	23	0	0	0	0
MIMAT0029578	chr2	27450549	27450572	-	24	0	0	0	0
MIMAT0014897	chr2	28733286	28733307	+	22	0	0	0	0
MIMAT0014898	chr2	28733321	28733343	+	23	0	0	0	0
MIMAT0025078	chr2	29475217	29475239	-	23	0	0	0	0
MIMAT0000664_1	chr2	29845689	29845709	-	21	0	0	0	0
MIMAT0022841	chr2	29845645	29845666	-	22	0	0	0	0
MIMAT0029806	chr2	29845647	29845668	+	22	0	0	0	0
MIMAT0029807	chr2	29845689	29845711	+	23	0	0	0	0
MIMAT0027896	chr2	29995955	29995976	+	22	0	0	0	0
MIMAT0027897	chr2	29995996	29996018	+	23	0	0	0	0
MIMAT0014899	chr2	30721222	30721243	+	22	0	0	0	0
MIMAT0014900	chr2	30721259	30721281	+	23	0	0	0	7
MIMAT0027898	chr2	31612426	31612447	+	22	0	0	0	0
MIMAT0027899	chr2	31612462	31612483	+	22	0	0	0	0
MIMAT0029856	chr2	32050946	32050969	+	24	0	0	0	0
MIMAT0029857	chr2	32050988	32051008	+	21	0	3	0	0
MIMAT0035714	chr2	32318317	32318338	+	22	0	0	0	11
MIMAT0000672	chr2	32318485	32318507	+	23	49	31	55	40
MIMAT0004667	chr2	32318524	32318545	+	22	0	0	1	0
MIMAT0009425	chr2	32652342	32652362	+	21	0	0	0	0
MIMAT0031394	chr2	32687706	32687726	-	21	0	0	0	0
MIMAT0013803	chr2	32712819	32712837	-	19	0	0	0	0
MIMAT0019336	chr2	32712907	32712926	-	20	0	0	0	0
MIMAT0020639	chr2	37688212	37688234	-	23	0	0	0	0
MIMAT0000210_1	chr2	38852741	38852763	+	23	14	0	12	0
MIMAT0005443	chr2	38852785	38852806	+	22	92	118	41	110
MIMAT0000673_1	chr2	38853845	38853868	+	24	858	1102	473	1163
MIMAT0017084	chr2	38853883	38853904	+	22	0	0	0	0
MIMAT0025079	chr2	42447515	42447535	-	21	0	0	0	0
MIMAT0020640	chr2	45023146	45023167	-	22	0	0	0	0
MIMAT0022987	chr2	45023110	45023131	-	22	6	0	0	1
MIMAT0025076	chr2	56785825	56785846	+	22	0	0	0	0
